YEAR,MO,DY,WS,WD,LV ActivePower (kW)
2019,8,31,4.01,174.75,62.488643645200064
2019,9,1,3.13,180.81,7.450813448411999
2019,9,2,4.86,178.56,239.35399943670004
2019,9,3,3.47,243.19,17.677406753039985
2019,9,4,4.84,216.38,195.76120817250003
2019,9,5,5.29,222.06,338.78721344199994
2019,9,6,4.52,221.75,143.53175338199998
2019,9,7,3.73,216.62,32.47711617069999
2019,9,8,6.61,199.75,691.1659673959996
2019,9,9,5.83,218.75,496.60392395599973
2019,9,10,3.29,229.0,8.504564063954
2019,9,11,2.7,223.38,2.0382396988
2019,9,12,2.86,215.5,0.40743664742
2019,9,13,3.45,227.25,33.887425270899996
2019,9,14,4.15,230.94,110.0160267084
2019,9,15,2.71,226.75,0.7229562045100001
2019,9,16,3.49,226.81,24.17839124730001
2019,9,17,3.58,211.38,34.76658050713999
2019,9,18,2.9,220.38,7.7048212769199935
2019,9,19,5.21,243.31,341.40287032800006
2019,9,20,6.32,170.88,458.8336199940001
2019,9,21,4.6,157.62,187.9062032220001
2019,9,22,4.39,169.94,171.83184269800023
2019,9,23,4.66,216.75,208.46803067999997
2019,9,24,5.51,248.12,401.232636105
2019,9,25,4.67,161.81,154.22815948200005
2019,9,26,4.62,126.44,141.04414398400016
2019,9,27,3.18,181.12,7.434047893507999
2019,9,28,3.7,174.38,47.945470576119966
2019,9,29,5.77,170.81,482.1281805299997
2019,9,30,4.55,128.25,181.354252326
2019,10,1,3.16,241.88,2.0677616499
2019,10,2,3.55,226.62,18.70539492232
2019,10,3,2.6,227.88,0.30279326438
2019,10,4,2.96,215.44,2.6272266148400014
2019,10,5,4.52,233.44,143.89982941399995
2019,10,6,3.7,106.75,95.24420021103
2019,10,7,3.95,32.5,79.68707011220008
2019,10,8,4.59,148.5,171.1922699109998
2019,10,9,4.94,255.31,247.4814401090003
2019,10,10,4.47,246.38,166.8005889879999
2019,10,11,4.41,244.69,151.1590633796999
2019,10,12,3.35,235.69,12.434413176921998
2019,10,13,5.22,252.56,320.96239988999974
2019,10,14,5.24,248.94,326.03195556800034
2019,10,15,5.18,223.94,340.4360888669997
2019,10,16,6.14,256.56,552.7438085749994
2019,10,17,5.53,284.75,379.61520408300026
2019,10,18,6.24,253.5,669.873089581001
2019,10,19,4.68,69.38,197.93350846999977
2019,10,20,5.81,59.62,558.6248223840005
2019,10,21,3.44,24.0,9.000800094299997
2019,10,22,5.33,214.25,388.2362957649999
2019,10,23,3.48,211.44,59.12411895337005
2019,10,24,3.89,220.19,94.99260293359995
2019,10,25,3.48,138.12,45.318140667630026
2019,10,26,3.84,93.62,170.2408947083999
2019,10,27,4.45,106.56,235.936708971
2019,10,28,5.6,143.56,419.8299465900004
2019,10,29,4.34,75.88,130.19473161599993
2019,10,30,2.9,124.44,1.7616676163400005
2019,10,31,1.55,213.38,0.0
2019,11,1,4.68,139.19,218.049556558
2019,11,2,5.48,68.81,310.9845025609998
2019,11,3,2.16,38.25,0.0
2019,11,4,3.35,48.38,8.563047580800001
2019,11,5,4.73,191.56,216.55152434200008
2019,11,6,2.79,229.56,4.64169794296
2019,11,7,4.39,45.94,178.232474198
2019,11,8,4.92,27.94,254.8777278270002
2019,11,9,3.72,40.56,49.077560728760005
2019,11,10,5.69,167.94,477.1877105769999
2019,11,11,6.76,122.56,798.6827288879999
2019,11,12,6.71,112.44,923.1436877509998
2019,11,13,6.45,181.38,689.92877382
2019,11,14,7.54,51.69,1100.4096594339985
2019,11,15,2.61,24.56,0.1426591015
2019,11,16,1.98,22.62,1.26060379032
2019,11,17,2.27,21.19,0.0
2019,11,18,4.87,110.5,317.03945212900004
2019,11,19,3.52,216.81,18.893777760789987
2019,11,20,4.43,144.94,145.36509490779991
2019,11,21,5.6,83.88,716.0887427040003
2019,11,22,7.31,170.44,1096.8434256359997
2019,11,23,3.12,13.38,8.746503439060003
2019,11,24,3.63,24.06,18.656438580499998
2019,11,25,4.35,34.75,142.18306411700007
2019,11,26,3.23,23.69,3.5217058248900006
2019,11,27,3.61,106.06,73.32836747039997
2019,11,28,4.07,19.81,63.695817031699995
2019,11,29,3.59,18.75,10.63133488695
2019,11,30,4.81,42.12,232.85304400069998
2019,12,1,3.7,37.94,27.38025215171997
2019,12,2,4.41,45.19,170.09712316899996
2019,12,3,3.24,70.56,8.191218665549998
2019,12,4,5.77,58.25,450.9101498449999
2019,12,5,5.45,35.62,392.3540765269999
2019,12,6,3.07,45.81,8.27571287117
2019,12,7,2.97,39.56,0.0025860041379999997
2019,12,8,3.57,42.06,31.124147531399984
2019,12,9,3.38,37.94,17.99391988759999
2019,12,10,2.85,120.62,1.5806404763120014
2019,12,11,8.39,222.12,1551.4079114900005
2019,12,12,3.81,190.0,13.072758674099997
2019,12,13,4.75,128.25,228.0560956759999
2019,12,14,6.6,114.06,748.9595825760001
2019,12,15,4.58,53.5,181.72126373200007
2019,12,16,3.56,44.69,31.121148994060015
2019,12,17,3.34,52.69,5.444077868629002
2019,12,18,3.12,55.19,3.9823113962999996
2019,12,19,6.13,58.88,628.6426672559998
2019,12,20,4.02,81.25,64.66325758659998
2019,12,21,3.82,23.81,70.08569686992001
2019,12,22,2.9,31.0,1.4169670100000002
2019,12,23,5.02,29.31,284.61165069000026
2019,12,24,5.3,17.44,315.86964873599993
2019,12,25,3.87,19.56,46.44014026660001
2019,12,26,4.74,43.56,168.32685882099997
2019,12,27,3.76,53.81,37.005376417900024
2019,12,28,4.48,63.19,153.38372573499998
2019,12,29,4.61,23.94,199.66223998500004
2019,12,30,3.93,33.62,71.50411421939997
2019,12,31,4.3,23.62,145.08707961959996
2020,1,1,3.7,29.94,58.381273116139994
2020,1,2,3.46,122.75,29.92665362483001
2020,1,3,2.76,125.81,0.033292004464000005
2020,1,4,4.09,94.62,197.57126119716006
2020,1,5,3.8,189.12,42.05066297560002
2020,1,6,6.8,125.31,879.0383819199998
2020,1,7,2.44,15.19,0.0
2020,1,8,2.85,254.19,1.6250371701650004
2020,1,9,5.54,57.31,418.0065112339999
2020,1,10,4.5,51.31,169.08884079719988
2020,1,11,5.88,48.75,440.270479512
2020,1,12,7.89,124.25,1272.58776243
2020,1,13,9.41,276.06,1580.3379187100008
2020,1,14,8.94,75.81,1588.2212303899992
2020,1,15,2.88,12.56,1.844243142354
2020,1,16,3.7,154.38,66.42928491001997
2020,1,17,5.46,165.25,381.0414330900001
2020,1,18,4.12,28.56,85.33700992570006
2020,1,19,4.09,35.62,92.61202704699994
2020,1,20,4.9,45.12,249.2006129560001
2020,1,21,6.59,28.69,828.0914624119998
2020,1,22,4.23,35.62,149.74053657600007
2020,1,23,3.69,36.44,55.12110688614998
2020,1,24,3.91,37.38,97.3966799667999
2020,1,25,2.66,174.62,1.620601354076
2020,1,26,3.73,313.62,49.089845157770036
2020,1,27,7.8,288.38,1312.4023316200007
2020,1,28,6.65,284.56,753.3896601258997
2020,1,29,4.34,201.5,111.264432757
2020,1,30,5.7,34.5,401.6182287669999
2020,1,31,5.36,187.56,355.9178710970002
2020,2,1,6.12,52.0,528.9745099009998
2020,2,2,3.82,23.62,73.59203344448002
2020,2,3,5.33,142.75,370.1159499959997
2020,2,4,5.23,216.62,350.3924737729998
2020,2,5,5.55,58.31,419.46016480000014
2020,2,6,5.96,148.38,538.0851358030002
2020,2,7,6.88,57.75,816.2981640609995
2020,2,8,4.38,38.44,136.23408328219995
2020,2,9,3.45,68.0,15.823195806530002
2020,2,10,4.15,51.0,112.37179237610003
2020,2,11,6.46,53.06,774.9045190560001
2020,2,12,5.01,29.44,265.3865196080001
2020,2,13,4.73,185.19,211.05304656400006
2020,2,14,4.38,156.12,167.59028211699996
2020,2,15,3.27,90.81,41.79381778309997
2020,2,16,3.09,35.12,0.8143684769
2020,2,17,4.84,158.75,234.787289903
2020,2,18,4.97,134.88,271.9187013349998
2020,2,19,6.5,294.5,738.5013964820006
2020,2,20,5.24,212.12,343.9491577229999
2020,2,21,4.08,27.44,108.47291198319998
2020,2,22,2.73,28.56,0.07179014027099999
2020,2,23,3.48,32.19,21.65562129307199
2020,2,24,2.39,120.94,1.054573083598001
2020,2,25,7.84,235.69,1340.5343163299992
2020,2,26,6.98,272.19,760.9902270319998
2020,2,27,9.05,230.62,2015.074752139999
2020,2,28,2.91,224.31,1.3013489247
2020,2,29,5.89,212.56,533.100538025
2020,3,1,4.05,24.31,82.37790206190002
2020,3,2,4.03,59.69,73.05459472910002
2020,3,3,8.85,211.12,1832.9165527599994
2020,3,4,4.94,243.12,268.9564613119999
2020,3,5,4.79,257.88,216.676731278
2020,3,6,5.94,287.19,501.34032319200014
2020,3,7,6.55,252.44,736.7499261550001
2020,3,8,6.16,182.94,620.6719961550002
2020,3,9,5.42,152.06,339.44515807500005
2020,3,10,8.76,204.81,1586.9888291040004
2020,3,11,6.5,288.75,742.2325891100005
2020,3,12,10.44,254.06,2420.4014647850004
2020,3,13,5.76,105.31,475.26810637100033
2020,3,14,4.79,182.44,214.92482254900014
2020,3,15,3.8,87.69,93.28658030768003
2020,3,16,1.49,59.25,0.0
2020,3,17,4.09,108.56,166.57231216319994
2020,3,18,4.3,94.56,141.41302108599996
2020,3,19,9.64,206.19,2241.2164711300006
2020,3,20,6.61,235.69,725.9621997139999
2020,3,21,6.02,157.06,494.8020584150002
2020,3,22,8.06,225.69,1532.3515167299993
2020,3,23,7.39,200.62,949.0904790400004
2020,3,24,6.29,248.12,568.5521209660002
2020,3,25,4.18,240.12,51.925072379359996
2020,3,26,4.73,273.0,203.99065475
2020,3,27,7.04,230.75,918.6644186250008
2020,3,28,5.94,245.5,511.65180360300036
2020,3,29,3.73,169.25,18.56855960839999
2020,3,30,6.61,190.12,726.7611273059999
2020,3,31,7.41,275.19,990.3621077411001
2020,4,1,6.36,284.06,663.9752887090004
2020,4,2,5.23,130.69,380.541419361
2020,4,3,5.81,40.75,441.8026766960001
2020,4,4,8.54,149.56,1615.478416720001
2020,4,5,6.67,314.19,664.4520147439996
2020,4,6,8.86,254.12,1799.4902462029997
2020,4,7,3.3,250.31,4.084478902790001
2020,4,8,5.72,119.81,484.96808229099935
2020,4,9,9.78,259.88,2170.0928197599987
2020,4,10,5.23,280.81,243.00169361659988
2020,4,11,3.8,279.62,67.59309408420002
2020,4,12,6.44,274.25,773.9042303419999
2020,4,13,4.51,253.56,154.88284651
2020,4,14,2.66,245.44,0.1819673632798
2020,4,15,5.94,274.5,499.3584642040003
2020,4,16,2.74,299.62,0.32299434182
2020,4,17,8.61,284.5,1901.839556720001
2020,4,18,5.16,263.88,292.0597869780004
2020,4,19,7.49,263.44,1098.9557294750002
2020,4,20,4.47,258.56,175.88502349799987
2020,4,21,5.39,251.25,366.5043853840002
2020,4,22,7.29,259.75,776.0948074200003
2020,4,23,5.48,268.31,280.42542663290004
2020,4,24,5.17,245.12,278.3626833823998
2020,4,25,5.09,245.69,275.65982788799994
2020,4,26,6.62,262.25,727.4956500279997
2020,4,27,6.05,245.75,554.0738238669998
2020,4,28,3.83,244.38,64.26934879149997
2020,4,29,6.73,253.25,748.2938787920004
2020,4,30,6.32,248.06,446.24637388600013
2020,5,1,4.38,246.81,119.7377881233001
2020,5,2,6.33,245.12,571.2226831030003
2020,5,3,8.62,259.31,1825.4384093100005
2020,5,4,6.21,268.25,683.1276525890005
2020,5,5,6.84,267.38,569.8681600489994
2020,5,6,4.0,304.19,77.3437258923
2020,5,7,5.92,254.44,457.9992894089997
2020,5,8,4.9,251.0,239.2841099499999
2020,5,9,5.05,235.38,270.04416045400023
2020,5,10,7.8,223.62,1268.3364430200004
2020,5,11,5.73,219.56,479.41076078299994
2020,5,12,4.14,235.62,139.42001387590014
2020,5,13,6.41,246.94,700.0198626600005
2020,5,14,6.96,247.31,960.752430955999
2020,5,15,6.95,259.31,908.2811840389996
2020,5,16,5.32,282.44,338.5544146710001
2020,5,17,5.02,258.12,297.80660401899985
2020,5,18,5.9,251.81,400.1937902820001
2020,5,19,4.66,234.75,225.70897169100022
2020,5,20,4.48,237.0,184.65563582000007
2020,5,21,4.68,248.12,215.7292059351001
2020,5,22,7.81,247.5,1274.4287523700002
2020,5,23,3.93,245.5,82.73799684254003
2020,5,24,2.34,239.38,0.0594866395
2020,5,25,2.4,238.44,-0.007861351966
2020,5,26,4.36,245.62,46.5198355805
2020,5,27,4.62,247.94,181.80268438999997
2020,5,28,5.1,245.12,294.45559691099976
2020,5,29,3.2,237.75,7.118849393219998
2020,5,30,3.77,226.31,46.615402335300026
2020,5,31,3.06,232.12,6.3179298253199985
2020,6,1,5.29,225.44,351.3196401880002
2020,6,2,4.56,230.75,217.0281010439998
2020,6,3,4.49,229.75,185.79820815499997
2020,6,4,8.15,234.19,1450.1096275999998
2020,6,5,5.34,231.62,353.9768988029999
2020,6,6,3.86,216.56,99.97263213830003
2020,6,7,5.2,213.94,327.1089175509997
2020,6,8,4.02,220.88,128.05577499810008
2020,6,9,3.66,218.5,58.276524032600015
2020,6,10,2.82,228.5,2.6092468178230006
2020,6,11,3.39,230.06,20.895874166020004
2020,6,12,5.14,227.19,321.7130401740003
2020,6,13,4.06,228.62,119.50480193450005
2020,6,14,8.09,232.12,1335.879224840001
2020,6,15,8.13,244.0,1398.4889586400002
2020,6,16,6.53,239.69,660.193175038
2020,6,17,2.31,239.12,0.030190018409999998
2020,6,18,1.77,231.69,0.0
2020,6,19,3.02,217.12,20.49762033971
2020,6,20,3.61,217.31,35.43039068149002
2020,6,21,5.05,232.81,294.50356795400023
2020,6,22,6.11,211.56,568.2684744430003
2020,6,23,5.38,189.5,327.9969827130001
2020,6,24,5.66,214.06,458.01595154499984
2020,6,25,2.06,226.88,0.0
2020,6,26,2.8,231.0,3.633698158344
2020,6,27,2.57,230.0,-0.006629334092
2020,6,28,2.56,233.88,1.1428851271499996
2020,6,29,3.24,226.38,9.94473106632
2020,6,30,2.27,218.38,0.0
2020,7,1,6.18,207.25,616.1404129090005
2020,7,2,4.12,221.44,92.46563476659998
2020,7,3,2.87,228.06,0.0
2020,7,4,2.24,227.81,0.0
2020,7,5,4.42,221.88,177.79275437299987
2020,7,6,5.19,220.75,258.23325257
2020,7,7,7.82,139.69,1241.7444250700005
2020,7,8,8.98,122.75,1321.6704566
2020,7,9,5.1,141.38,305.21897047899967
2020,7,10,8.86,164.94,1870.8755311600003
2020,7,11,3.84,224.88,80.62142310559993
2020,7,12,1.62,223.19,0.0
2020,7,13,6.13,220.0,582.3882379259998
2020,7,14,6.27,215.75,605.9270672520007
2020,7,15,5.55,218.88,436.7005499129999
2020,7,16,4.7,239.0,214.52077955500008
2020,7,17,7.17,140.38,938.5699895259993
2020,7,18,3.9,144.44,58.40193557959996
2020,7,19,7.16,209.62,876.3191240666991
2020,7,20,2.88,225.88,1.076335337689
2020,7,21,3.13,224.19,10.845207887027996
2020,7,22,4.01,227.12,86.5395675708
2020,7,23,3.57,235.94,32.907222938179984
2020,7,24,3.76,227.62,33.50750400860003
2020,7,25,3.63,230.0,44.01674175250002
2020,7,26,1.37,214.69,0.0
2020,7,27,4.79,216.0,239.69579664599985
2020,7,28,3.03,235.06,9.26930726027
2020,7,29,3.03,232.88,9.589184779970001
2020,7,30,3.77,208.75,53.55462534050002
2020,7,31,3.37,214.62,31.53837749650001
2020,8,1,3.77,217.38,43.93116166000002
2020,8,2,4.27,216.25,147.66926697419999
2020,8,3,3.93,230.56,83.62998931429996
2020,8,4,2.72,225.19,2.4774841403400005
2020,8,5,5.13,215.5,219.40769670200004
2020,8,6,6.91,157.44,949.2436175700008
2020,8,7,1.95,77.5,0.0
2020,8,8,4.45,174.56,80.747180018
2020,8,9,6.88,228.19,911.8328867170002
2020,8,10,3.34,223.94,28.48031793505601
2020,8,11,2.11,224.5,1.2278673649200003
2020,8,12,5.2,231.06,341.78747926200026
2020,8,13,4.38,235.31,115.41984924300004
2020,8,14,2.92,218.81,1.8572713088799997
2020,8,15,2.8,218.75,4.593395377856001
2020,8,16,2.04,235.38,-0.006655997784000001
2020,8,17,2.38,228.69,1.0351336041493
2020,8,18,2.08,227.81,-0.004437331856
2020,8,19,4.41,229.44,122.81861877600005
2020,8,20,3.58,211.44,34.76658050713999
2020,8,21,2.49,178.19,0.0317920804
2020,8,22,5.34,197.62,381.6553457539997
2020,8,23,7.72,189.06,1308.4684845799993
2020,8,24,8.48,253.31,1230.0719700600002
2020,8,25,4.34,242.12,151.45523727399998
2020,8,26,3.12,207.88,6.295423771815998
2020,8,27,2.81,189.19,6.204931181020999
2020,8,28,4.5,209.5,159.71773908600008
2020,8,29,6.52,254.81,704.2903465310006
2020,8,30,4.62,287.62,197.34379159359992
2020,8,31,2.3,252.25,0.1208740391793
2020,9,1,2.87,232.0,0.0
2020,9,2,3.42,216.88,13.844471816519995
2020,9,3,5.38,203.88,349.3246177860003
2020,9,4,5.74,242.88,452.1322466327002
2020,9,5,5.5,250.31,403.3086736370998
2020,9,6,3.65,237.25,33.2472077916
2020,9,7,3.02,229.0,3.484962181989999
2020,9,8,4.91,220.88,261.8253077700003
2020,9,9,3.45,216.31,45.5779224008
2020,9,10,4.0,226.81,82.2826513072
2020,9,11,3.54,213.69,37.54482013670004
2020,9,12,3.74,191.38,39.15705554069999
2020,9,13,4.47,179.12,189.07946276339982
2020,9,14,5.23,183.94,357.8459419479998
2020,9,15,3.97,180.88,97.76401799280002
2020,9,16,5.1,214.38,235.1923088039997
2020,9,17,1.83,227.75,0.0
2020,9,18,2.23,221.44,0.30562055109999997
2020,9,19,5.29,201.44,351.55476228900005
2020,9,20,6.45,194.06,629.9734924309998
2020,9,21,6.79,222.94,515.0258093260003
2020,9,22,7.25,251.62,1047.2165429740005
2020,9,23,5.44,270.12,403.0142424021997
2020,9,24,3.58,233.25,6.7870830153599995
2020,9,25,1.71,229.19,0.5499223993199999
2020,9,26,3.68,228.88,44.74275618088996
2020,9,27,4.09,219.38,102.57261503410004
2020,9,28,2.23,223.12,1.7114750861600008
2020,9,29,3.2,232.5,7.346330404023998
2020,9,30,4.5,228.44,162.91438645200012
2020,10,1,4.77,232.25,212.41010452900028
2020,10,2,4.45,228.06,134.23865235799997
2020,10,3,5.01,208.19,284.9342138779999
2020,10,4,4.41,207.94,167.33336715399994
2020,10,5,3.31,213.12,17.990239943499997
2020,10,6,4.12,219.06,114.89071127980006
2020,10,7,3.62,226.44,4.4699321986300005
2020,10,8,4.22,227.12,110.04042351659992
2020,10,9,4.17,242.88,78.25813515256007
2020,10,10,6.32,174.38,461.16847168
2020,10,11,4.59,156.44,171.29831132099991
2020,10,12,6.95,231.5,1007.0962818059998
2020,10,13,6.49,126.94,582.6088269100004
2020,10,14,5.12,158.06,273.5533221260001
2020,10,15,3.86,20.75,81.4561139603
2020,10,16,3.77,21.38,68.44974893383998
2020,10,17,6.18,47.5,444.21081649639973
2020,10,18,4.43,65.06,137.27908448999995
2020,10,19,3.07,245.31,9.486451538993304
2020,10,20,4.52,293.94,127.12603621600012
2020,10,21,6.3,273.81,626.267883615
2020,10,22,6.29,249.62,562.826921992
2020,10,23,8.2,280.12,1646.7730677100005
2020,10,24,7.05,260.12,873.5651812839999
2020,10,25,6.17,263.06,620.7022598229998
2020,10,26,5.21,241.06,345.50941421200014
2020,10,27,4.23,219.25,72.48377304540001
2020,10,28,5.25,248.75,343.7110195940002
2020,10,29,5.19,216.38,253.08652130299998
2020,10,30,5.59,170.69,413.72959244000015
2020,10,31,2.48,140.44,0.0
2020,11,1,2.62,245.0,0.0
2020,11,2,5.59,255.88,430.2344729530003
2020,11,3,6.91,266.44,765.8621471490001
2020,11,4,5.02,250.75,287.9031894050001
2020,11,5,7.2,272.12,982.2924686400005
2020,11,6,3.13,113.94,3.3239800836
2020,11,7,4.36,41.0,152.22964837400002
2020,11,8,4.2,113.06,99.11271224660003
2020,11,9,3.63,271.25,26.523730026290004
2020,11,10,4.88,119.88,243.90275167800007
2020,11,11,6.43,103.12,786.9431779960001
2020,11,12,4.07,54.69,70.91277397060001
2020,11,13,2.91,51.88,0.20868259420000002
2020,11,14,5.87,168.44,461.7168789910002
2020,11,15,3.14,234.38,7.722738784535994
2020,11,16,5.54,40.25,432.8752475119998
2020,11,17,2.67,29.12,0.0
2020,11,18,3.53,80.12,43.211545853199965
2020,11,19,2.6,100.12,0.8027770447200002
2020,11,20,4.41,61.75,141.98909660550007
2020,11,21,4.7,35.0,219.93912810999996
2020,11,22,4.88,90.69,443.9135794079998
2020,11,23,5.18,228.69,343.2679208369997
2020,11,24,6.91,73.94,769.5277056799998
2020,11,25,3.67,58.56,37.629720229499966
2020,11,26,4.77,26.69,211.80993467800013
2020,11,27,2.12,29.31,0.0
2020,11,28,3.41,35.94,26.898586064500005
2020,11,29,3.33,45.06,0.31748989823
2020,11,30,4.01,85.75,123.30988746979997
2020,12,1,3.72,111.5,51.96843689089997
2020,12,2,5.55,87.62,458.77049073899997
2020,12,3,6.0,229.94,467.3514968909998
2020,12,4,5.81,252.81,461.1227856410002
2020,12,5,5.38,141.56,325.5417437480001
2020,12,6,5.09,30.06,318.1888977159998
2020,12,7,5.98,70.38,423.3640268009998
2020,12,8,4.7,261.94,162.02933776429998
2020,12,9,5.65,270.19,400.3064158640003
2020,12,10,4.92,25.25,257.05281249800015
2020,12,11,3.81,158.88,61.33575738639999
2020,12,12,3.09,87.44,9.745522878813995
2020,12,13,3.55,15.25,9.889052110870002
2020,12,14,3.91,63.12,79.53454264100003
2020,12,15,3.39,184.12,10.511233711040004
2020,12,16,4.88,21.62,257.2739318819998
2020,12,17,4.2,29.81,115.64072968249995
2020,12,18,3.09,46.94,1.6343313213000004
2020,12,19,3.26,45.0,1.2089937971999998
2020,12,20,3.84,44.38,88.10312227140577
2020,12,21,2.73,23.19,0.15115701913599994
2020,12,22,3.92,57.12,72.55966351680004
2020,12,23,3.25,140.44,5.554817811000001
2020,12,24,3.72,49.81,63.93705605979995
2020,12,25,4.91,22.75,276.6675402660003
2020,12,26,7.76,228.19,1348.3470986900004
2020,12,27,8.31,284.0,1660.3422082700008
2020,12,28,4.58,156.5,185.00712646499989
2020,12,29,3.77,44.25,57.1367962066
2020,12,30,4.71,30.56,217.99746292500006
2020,12,31,4.56,30.38,184.5954561160001
2021,1,1,3.76,17.19,57.80821485630004
2021,1,2,3.99,115.31,120.58995740830005
2021,1,3,2.78,120.62,1.010290220418
2021,1,4,3.9,25.88,62.67381225809995
2021,1,5,7.13,234.62,1023.4330461409996
2021,1,6,5.84,98.31,559.527737131
2021,1,7,3.92,19.31,61.38656618139998
2021,1,8,3.56,136.38,45.319685313399994
2021,1,9,3.83,48.81,53.652635307699995
2021,1,10,3.56,29.38,22.1572831925
2021,1,11,2.59,37.38,0.08979189871999999
2021,1,12,2.41,40.88,0.0007046669259000001
2021,1,13,4.18,123.19,101.23348012680009
2021,1,14,6.0,144.44,485.2039343409997
2021,1,15,6.6,34.5,746.7376605099997
2021,1,16,4.04,20.25,97.21287319069994
2021,1,17,4.52,106.56,234.28773391200014
2021,1,18,4.35,45.38,145.8478561409999
2021,1,19,4.17,18.88,77.04710192790002
2021,1,20,2.25,36.81,0.0
2021,1,21,7.99,195.06,1317.6481884599996
2021,1,22,3.77,241.06,42.104654112000006
2021,1,23,6.12,291.56,485.35952391899997
2021,1,24,4.52,230.38,144.54881165499992
2021,1,25,4.01,121.88,38.6240467093
2021,1,26,4.06,48.62,117.56732871640004
2021,1,27,5.0,47.12,242.5221499540001
2021,1,28,1.91,28.06,0.0
2021,1,29,2.96,150.75,6.850957946300002
2021,1,30,4.54,171.56,180.78241560799995
2021,1,31,6.84,241.81,846.2831085210005
2021,2,1,5.81,259.81,457.6570600890004
2021,2,2,5.49,290.19,309.8732764499002
2021,2,3,5.88,244.75,515.474176642
2021,2,4,6.55,63.12,696.610238044
2021,2,5,4.37,71.0,112.16601686820007
2021,2,6,2.87,63.88,1.3849019893615002
2021,2,7,2.54,68.31,-0.002016583234999998
2021,2,8,4.16,199.06,117.71309683389993
2021,2,9,4.13,278.38,57.65154098899996
2021,2,10,5.52,95.06,605.7221685920001
2021,2,11,3.39,28.38,9.9296678328
2021,2,12,3.21,117.88,8.519861445382
2021,2,13,4.07,196.19,81.04782942969996
2021,2,14,6.45,260.81,685.2097387699997
2021,2,15,6.24,265.69,611.0281173619996
2021,2,16,3.98,146.44,89.84857792900002
2021,2,17,5.45,145.94,363.51451659300005
2021,2,18,5.52,127.56,395.57301483400005
2021,2,19,3.92,75.5,59.277147771100026
2021,2,20,2.19,72.0,0.04255191803
2021,2,21,3.17,181.56,14.458254761298
2021,2,22,7.02,262.5,408.4290069640002
2021,2,23,6.89,246.69,838.1621432320005
2021,2,24,5.35,236.31,363.99841643600007
2021,2,25,8.71,243.06,1874.0608922799993
2021,2,26,6.97,264.56,709.7581603569993
2021,2,27,5.11,263.69,273.62308899199985
2021,2,28,6.73,192.38,714.4105908150002
2021,3,1,6.34,253.31,613.7882592910005
2021,3,2,6.8,168.88,859.6227917640005
2021,3,3,5.19,266.25,251.71756590500019
2021,3,4,6.71,248.81,730.8335412430001
2021,3,5,7.62,282.94,1101.2291961169994
2021,3,6,5.34,244.25,339.65805844900007
2021,3,7,6.13,240.94,577.7858819489998
2021,3,8,4.91,282.75,231.40224503300018
2021,3,9,8.55,269.44,1454.1238198110004
2021,3,10,6.88,243.56,875.8749132829997
2021,3,11,6.33,235.44,554.9819293190001
2021,3,12,6.38,181.06,636.4717474420005
2021,3,13,5.66,50.75,457.67372529199986
2021,3,14,6.82,196.06,818.2008069280002
2021,3,15,6.16,269.25,615.6182669260004
2021,3,16,4.52,255.81,148.14531983700002
2021,3,17,5.38,254.31,344.58077775440034
2021,3,18,7.31,256.94,739.6472253489998
2021,3,19,3.99,124.38,62.17942226300006
2021,3,20,8.58,182.5,1625.160180294
2021,3,21,4.78,249.5,224.87804489899983
2021,3,22,6.65,222.81,776.1079052809996
2021,3,23,5.43,296.44,352.1365471652
2021,3,24,5.25,140.5,345.35027009000027
2021,3,25,6.38,174.94,642.5444055220001
2021,3,26,7.52,276.81,827.0834564290999
2021,3,27,7.11,248.44,1053.5346973450003
2021,3,28,4.98,237.0,268.42423398099976
2021,3,29,4.0,229.81,116.06766946149996
2021,3,30,7.05,236.5,965.8948816410008
2021,3,31,3.63,267.25,22.25972688766001
2021,4,1,7.24,250.06,1072.7832888219993
2021,4,2,8.92,261.06,1731.6980018300012
2021,4,3,7.16,258.94,1103.3189147069995
2021,4,4,8.89,240.44,2031.3389626600015
2021,4,5,4.08,234.44,94.50493976699995
2021,4,6,4.8,240.31,232.97300905599997
2021,4,7,5.84,315.56,334.40489011099993
2021,4,8,4.3,190.06,132.18041153020005
2021,4,9,7.45,233.94,1188.649371274001
2021,4,10,6.97,230.81,1006.4534430680001
2021,4,11,6.74,216.06,445.15619812000006
2021,4,12,7.9,242.94,1338.5917334400015
2021,4,13,8.77,235.0,1686.1518306420007
2021,4,14,3.32,233.81,13.449714097900001
2021,4,15,5.11,229.5,336.4141549619999
2021,4,16,5.95,265.38,573.7567321999995
2021,4,17,7.48,264.94,956.5884678310998
2021,4,18,5.28,232.62,341.7271289089998
2021,4,19,2.95,259.0,2.923061450363
2021,4,20,4.56,273.12,180.35966276599993
2021,4,21,4.61,240.5,186.02926102200001
2021,4,22,5.85,235.38,524.0903237990002
2021,4,23,4.44,256.0,143.4302069139999
2021,4,24,3.17,112.31,9.512438249609996
2021,4,25,4.3,50.25,129.3712716557
2021,4,26,9.18,255.31,2010.7187695600016
2021,4,27,6.48,240.94,779.3244952460002
2021,4,28,5.98,225.69,552.6516659639994
2021,4,29,4.89,222.19,244.7071200570003
2021,4,30,6.72,232.31,770.5937549590001
2021,5,1,6.66,235.88,815.0240509099999
2021,5,2,4.31,247.44,126.19386354200003
